GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Number_Of_Credits,Number_Of_Parking_Tickets
1.95,39,9795.93,STEM,2008,125,3
2.21,1,9769.53,STEM,1980,122,1
2.3,16,9751.26,STEM,1977,120,0
2.62,29,9725.45,STEM,1961,120,0
1.89,8,9826.41,STEM,1995,129,1
2.19,49,9781.24,STEM,1991,122,4
2.12,2,9785.71,STEM,1986,122,2
3.25,34,9676.84,STEM,2000,120,0
2.29,48,9782.98,STEM,2011,121,2
2.26,34,9770.34,STEM,1971,120,1
2.29,47,9760.36,STEM,1999,123,3
1.92,2,9809.25,STEM,1966,122,2
2.11,22,9779.45,STEM,1993,124,1
2.62,83,9735.27,STEM,1978,120,1
2.08,7,9775.43,STEM,1974,122,1
2.25,26,9782.39,STEM,2005,121,0
2.45,0,9762.05,STEM,2002,123,1
1.95,3,9809.81,STEM,1961,120,2
2.1,4,9793.71,STEM,1966,121,1
2.43,31,9760.45,STEM,2006,121,2
2.6,5,9747.93,STEM,1974,121,0
2.58,17,9737.94,STEM,1976,121,0
2.56,12,9745.03,STEM,1980,125,0
1.73,52,9833.51,STEM,2014,121,0
3.42,20,9657.02,STEM,2004,120,1
2.08,23,9794.21,STEM,1966,122,1
3.24,38,9675.42,STEM,1974,124,1
1.65,33,9850.2,STEM,1979,121,0
2.71,3,9725.66,STEM,1968,120,0
3.34,18,9655.05,STEM,1971,122,3
3.15,11,9685.18,STEM,1999,120,2
3.52,47,9655.44,STEM,2007,121,3
2.88,6,9713.96,STEM,1975,124,1
2.16,3,9776.66,STEM,1990,120,1
2.46,7,9735.24,STEM,1990,126,1
2.62,14,9726.87,STEM,1965,120,0
2.26,43,9770.74,STEM,1970,120,0
3.47,14,9651.97,STEM,2012,125,1
2.89,37,9716.5,STEM,2005,120,2
1.69,13,9825.8,STEM,2008,124,1
2.11,19,9771.6,STEM,2013,124,0
2,48,9819.17,STEM,1973,122,0
2.48,8,9755.87,STEM,2015,120,1
3.11,11,9694.3,STEM,1969,123,2
1.77,2,9821.69,STEM,1981,124,1
2.8,57,9724.95,STEM,1985,120,1
2.53,6,9751.52,STEM,1984,125,0
2.65,2,9748.25,STEM,1984,120,2
2.59,10,9735.92,STEM,2004,120,1
2.41,18,9753.82,STEM,1969,123,1
2.74,38,9726.51,STEM,1983,121,0
2.1,24,9781.21,STEM,2007,122,1
2.15,5,9794.62,STEM,2014,121,3
2.2,28,9771.53,STEM,1965,122,1
1.68,13,9827.75,STEM,1963,121,1
2.08,7,9783.39,STEM,2010,122,1
2.66,1,9703.96,STEM,2010,121,1
3,9,9693.57,STEM,1979,126,1
2.11,9,9793.81,STEM,2005,122,1
2.32,75,9766.73,STEM,2008,122,1
2.7,21,9729.72,STEM,1979,122,1
2.52,2,9739.57,STEM,1977,121,1
2.43,20,9774.85,STEM,2007,122,1
2.19,17,9793.18,STEM,1982,122,1
1.69,14,9810.15,STEM,1998,122,0
1.97,10,9812.23,STEM,2001,127,0
2.63,55,9753.02,STEM,1963,122,1
2.32,5,9773.67,STEM,1982,126,1
2.03,3,9798.52,STEM,1979,124,2
2.96,49,9707.68,STEM,2000,123,1
2.57,13,9759.75,STEM,2000,127,1
3,43,9703.64,STEM,2002,121,4
2.5,36,9725.43,STEM,1982,123,0
2.49,23,9737.36,STEM,1966,121,0
2.25,0,9793.42,STEM,1982,121,2
2.45,9,9749.82,STEM,1990,120,1
2.92,8,9702.73,STEM,1994,123,2
1.47,17,9847.79,STEM,1961,120,1
2.72,8,9712.02,STEM,2009,122,1
2.26,23,9781.23,STEM,1982,124,0
2.12,69,9804.28,STEM,2007,120,1
3.2,7,9677.72,STEM,1981,122,0
2.38,39,9765.96,STEM,1961,123,1
2.9,29,9715.67,STEM,1974,120,1
3.02,1,9701.52,STEM,2014,123,1
1.93,3,9786.91,STEM,2015,121,2
2.03,2,9795.13,STEM,1997,122,0
3.15,4,9690.53,STEM,1979,124,5
2.38,15,9782.21,STEM,1967,123,0
2.71,7,9730.37,STEM,1978,121,0
2.42,14,9759.08,STEM,1966,120,2
2.12,4,9797.35,STEM,1980,122,3
2.53,6,9731.88,STEM,2003,122,0
2.97,46,9709.93,STEM,2013,124,1
2.44,0,9749.77,STEM,2013,122,1
2.28,31,9763.89,STEM,1984,122,0
1.6,53,9848.95,STEM,2007,120,2
1.48,18,9850.86,STEM,2008,123,0
2.37,5,9772.52,STEM,1973,120,0
3.02,16,9696.39,STEM,2002,121,0
2.43,39,9753.19,STEM,2006,126,0
2.26,38,9746.94,STEM,1975,120,1
1.79,100,9834.82,STEM,1986,121,1
2.32,6,9774.03,STEM,1983,121,1
2.89,4,9700.89,STEM,1978,121,2
3.07,13,9707.1,STEM,1998,121,1
2.63,15,9738.56,STEM,1992,122,0
2.88,31,9708.82,STEM,1990,121,2
2.76,38,9726.97,STEM,1974,120,1
2.4,16,9772.56,STEM,2005,121,1
3.15,5,9679.77,STEM,1976,121,1
2.34,7,9769.04,STEM,1992,122,0
2.67,42,9716.02,STEM,2010,121,2
2.69,23,9737.63,STEM,1969,121,1
3.48,5,9666.14,STEM,2011,121,0
2.48,15,9769.14,STEM,1964,120,1
1.92,61,9789.76,STEM,2006,120,0
2.09,6,9788.29,STEM,2000,123,0
1.95,5,9798.83,STEM,2003,122,1
3.11,15,9677.86,STEM,1979,123,2
2.55,24,9737.03,STEM,1967,121,1
2.39,5,9754.03,STEM,2014,121,1
2.69,7,9737.9,STEM,2015,120,0
3.03,4,9700.09,STEM,1995,124,2
2.52,7,9748.5,STEM,1987,122,1
3.09,14,9691.86,STEM,2015,120,1
2.97,14,9698.14,STEM,2006,120,5
1.74,2,9830.55,STEM,1986,120,1
2.49,26,9741.44,STEM,1995,121,2
2.65,62,9730.89,STEM,1982,121,0
3.2,7,9676.29,STEM,2006,123,0
2.65,22,9744.16,STEM,1975,124,1
2.67,9,9726.34,STEM,1991,123,1
2.4,3,9772.06,STEM,1991,120,2
2.73,21,9708.77,STEM,1979,122,1
2.78,35,9699.41,STEM,1994,122,0
2.29,13,9786.96,STEM,1965,124,0
3,21,9683.01,STEM,1990,120,1
2.35,26,9770.17,STEM,1969,122,0
2.47,8,9753.18,STEM,1983,125,1
2.32,43,9779.64,STEM,1981,120,1
3.06,12,9688.04,STEM,1985,122,2
1.53,65,9864.12,STEM,1972,122,3
2.69,5,9712.2,STEM,2015,125,1
2.46,1,9772.03,STEM,1995,125,0
2.65,9,9734.96,STEM,1966,121,1
3.01,11,9687.61,STEM,2009,120,3
2.92,2,9714.06,STEM,1992,120,0
2.35,2,9774.3,STEM,2000,128,1
3.19,8,9696.9,STEM,1987,123,0
2.91,18,9703.33,STEM,1964,123,1
2.9,37,9710.68,STEM,2013,121,2
2.32,7,9761.31,STEM,1982,121,0
2.15,6,9778.76,STEM,1971,120,1
2.18,1,9772.5,STEM,2013,121,2
2.46,8,9771.06,STEM,1986,120,1
2.47,10,9762.47,STEM,1999,123,0
3.38,10,9663.25,STEM,1986,121,2
2.52,57,9748.37,STEM,1984,120,0
2.88,2,9706.28,STEM,1982,120,0
2.78,11,9734.24,STEM,1984,121,2
2.62,2,9740.25,STEM,1962,121,0
2.67,15,9722.63,STEM,1978,126,1
3.23,14,9689.59,STEM,2010,121,1
1.93,6,9804.43,STEM,1987,121,3
2.8,17,9714.44,STEM,2007,120,0
1.3,46,9874.02,STEM,1967,122,1
2.57,7,9728.23,STEM,2005,123,0
2.49,32,9768.75,STEM,1994,125,3
2.49,14,9755.17,STEM,2003,121,1
1.7,37,9832.08,STEM,2010,121,0
2.69,2,9750.96,STEM,1984,121,1
3.38,26,9662.57,STEM,1974,121,0
2.4,53,9745.33,STEM,2014,120,5
2.61,4,9738.87,STEM,1961,120,4
2.95,28,9697.24,STEM,1973,121,0
1.92,11,9804.24,STEM,2014,122,0
2.85,9,9697.38,STEM,1979,122,0
3.32,4,9666.2,STEM,1975,121,0
2.58,1,9750.25,STEM,2002,121,1
1.39,58,9859.16,STEM,1999,123,2
2.62,66,9728.56,STEM,2002,133,1
1.8,1,9820.02,STEM,1988,120,0
2.73,75,9719.58,STEM,1994,121,1
2.5,44,9739.93,STEM,2013,122,0
3.28,1,9667.39,STEM,1983,122,1
2.25,8,9762.38,STEM,1998,121,0
1.87,37,9799.43,STEM,1988,137,1
3.18,12,9673.27,STEM,2005,122,0
3.07,41,9710.56,STEM,2010,121,3
1.82,10,9825.1,STEM,1997,123,0
2.17,10,9772.15,STEM,2014,121,0
2.35,11,9774.96,STEM,1962,121,0
2.26,21,9777.44,STEM,1962,120,0
2.72,3,9729.67,STEM,1985,121,1
2.98,20,9700.51,STEM,1963,121,0
2.07,51,9791.99,STEM,2002,120,1
3.27,7,9668.94,STEM,2002,122,1
1.99,24,9799.65,STEM,1965,125,2
2.27,6,9767.57,STEM,1983,122,1
2.47,32,9753.84,STEM,1997,124,2
2.85,5,9732.47,STEM,1980,121,0
3.39,2,9653.1,STEM,1991,121,0
2.6,19,9725.86,STEM,1979,121,0
2.76,1,9730.6,STEM,1994,122,3
2.23,8,9764.27,STEM,1999,124,0
1.58,4,9844.27,STEM,1999,121,2
3.01,7,9690.15,STEM,1974,121,1
3.19,8,9687.97,STEM,1981,120,0
2.15,18,9809.14,STEM,1999,123,0
3.17,4,9668.47,STEM,2015,121,2
2.8,1,9733.6,STEM,1992,124,2
2.47,1,9755.52,STEM,1998,123,1
3.16,1,9683.31,STEM,1966,122,1
2.06,54,9799.96,STEM,2008,122,0
2.48,37,9759.94,STEM,1996,121,0
1.86,9,9817.4,STEM,1982,128,0
2.98,11,9722.66,STEM,1965,121,0
1.98,40,9809.28,STEM,1992,129,0
2.37,4,9756.56,STEM,1994,124,5
2.31,19,9759.95,STEM,2004,121,1
2.29,67,9779.94,STEM,1992,121,0
2.55,66,9746.6,STEM,1992,122,1
3.23,16,9651.19,STEM,1991,122,0
3.09,24,9680.13,STEM,1987,121,1
2.24,19,9783.12,STEM,2007,121,0
2.57,13,9731.04,STEM,1968,122,2
2.48,1,9770.37,STEM,1970,122,0
3.11,18,9699.81,STEM,2015,121,3
1.77,44,9828.33,STEM,1983,120,0
2.6,29,9735.4,STEM,1976,121,1
2.93,3,9715.39,STEM,2010,127,2
2.9,12,9710.79,STEM,2007,124,1
3.23,15,9692.71,STEM,1991,123,1
2.67,19,9731.23,STEM,1980,123,1
2.06,3,9788.93,STEM,1966,121,1
2.33,11,9768.94,STEM,1994,125,2
2.19,57,9782.44,STEM,1999,121,1
2.15,2,9796.12,STEM,1975,122,0
2.48,8,9750.76,STEM,1961,122,0
2.24,16,9780.94,STEM,1976,121,3
2.04,42,9781.92,STEM,1979,121,1
2.91,11,9710.04,STEM,1970,122,0
2.97,22,9706.82,STEM,1980,125,2
2.86,8,9719.7,STEM,1987,123,2
2.52,2,9736.75,STEM,1971,123,0
2.51,1,9765.07,STEM,1966,129,1
3.49,34,9668.95,STEM,1966,137,1
2.22,9,9791.93,STEM,1976,121,0
2.14,32,9786.63,STEM,1984,125,0
2.42,32,9748.99,STEM,1988,120,1
2.26,7,9785.49,STEM,2011,121,1
2.64,52,9739.97,STEM,1973,121,1
2.57,30,9746.26,STEM,2013,124,3
2.55,70,9740.95,STEM,1970,120,3
2.69,30,9722.59,STEM,1995,121,0
2.65,43,9741.84,STEM,1978,120,1
2.45,5,9736.6,STEM,1993,122,0
0.99,11,9918.89,STEM,2004,121,2
2.11,12,9793.52,STEM,1976,122,1
2.78,5,9724.73,STEM,1987,121,1
2.42,7,9751.28,STEM,1992,121,1
2.8,2,9718.76,STEM,1975,124,0
2.87,17,9703.55,STEM,1965,121,1
3.3,2,9652.44,STEM,1983,121,1
1.92,6,9789.41,STEM,1975,120,0
2.75,4,9731.98,STEM,1977,121,1
1.99,4,9796.14,STEM,1964,121,0
3.01,0,9697.81,STEM,1991,128,3
2.29,1,9769.5,STEM,2001,124,0
2.29,39,9764.05,STEM,1972,121,1
3.06,44,9693.32,STEM,1992,120,1
1.44,22,9845.05,STEM,1979,123,1
2.21,52,9777.46,STEM,2001,122,2
2.01,32,9772.77,STEM,1968,125,1
2.37,10,9769.89,STEM,1994,120,1
3.01,26,9698.82,STEM,1982,121,0
2.33,38,9775.71,STEM,1968,121,1
2.25,1,9770.37,STEM,1964,120,2
2.36,18,9757.45,STEM,1995,123,3
3.31,1,9672.38,STEM,2004,121,0
2.16,43,9802.42,STEM,2000,122,2
2.65,12,9719.54,STEM,1990,120,2
2.69,2,9722.66,STEM,1989,122,0
2.2,18,9781.13,STEM,1964,120,0
3.09,40,9695.19,STEM,1985,124,1
2.31,9,9782.29,STEM,2005,122,1
2.23,7,9778.34,STEM,1961,121,2
1.91,25,9813.55,STEM,1992,122,1
2.57,60,9770.56,STEM,2009,125,1
2.43,14,9752.98,STEM,1991,121,0
2.74,20,9735.08,STEM,1970,121,0
2.5,22,9753.21,STEM,2001,122,2
2.83,19,9724.18,STEM,1976,120,3
2.08,1,9802.54,STEM,1962,123,6
2.66,11,9737.11,STEM,2005,122,1
2.44,15,9772.84,STEM,1979,121,1
2.86,8,9717.84,STEM,2003,125,2
2.6,3,9738.24,STEM,1979,121,0
2.97,98,9694.68,STEM,1979,121,0
2.25,22,9765.99,STEM,1966,121,1
2.51,3,9767.9,STEM,2011,123,1
3.14,22,9689.67,STEM,1978,120,3
2.52,43,9750.12,STEM,1993,121,1
2.8,5,9722.71,STEM,1964,121,2
2.02,59,9791.48,STEM,2012,126,0
2.77,15,9712.92,STEM,1998,122,2
2.45,50,9739.49,STEM,1989,120,1
2.74,5,9723.86,STEM,2003,121,3
2.61,3,9746.04,STEM,1995,121,0
3.32,24,9651.84,STEM,1974,122,3
2.29,5,9776.3,STEM,1998,122,2
3.06,8,9667.82,STEM,1986,121,0
3.42,22,9667.89,STEM,1975,120,1
2.19,52,9771.53,STEM,2012,120,1
3.49,11,9649.55,STEM,1988,121,1
2.86,10,9697.43,STEM,1965,124,4
2.33,10,9773.2,STEM,1985,120,0
2.53,10,9733.42,STEM,1973,124,2
3.05,19,9686.93,STEM,1964,122,1
1.88,4,9812.65,STEM,1985,121,0
2.75,27,9721.83,STEM,1985,123,2
3.06,30,9683.31,STEM,2003,122,1
2.9,9,9709.37,STEM,1972,120,1
2.73,16,9732.1,STEM,1967,125,0
2.6,48,9749.92,STEM,1976,121,3
2.22,3,9789.68,STEM,1997,121,1
2.18,3,9775.54,STEM,1987,120,0
2.54,13,9754.5,STEM,2004,125,1
2.75,5,9731.63,STEM,2013,122,0
3.22,33,9670.6,STEM,2007,125,1
2.28,11,9779.78,STEM,1983,121,1
3.06,1,9689.22,STEM,1999,120,0
2.5,29,9768.63,STEM,1967,124,2
2.54,28,9744.06,STEM,2003,121,0
2.68,18,9713.73,STEM,2001,122,1
2.62,7,9718.02,STEM,1979,121,0
3.18,15,9682.61,STEM,1961,121,1
2.42,16,9761.74,STEM,1961,123,1
2.68,14,9746.2,STEM,1973,122,0
3.1,0,9678.54,STEM,1991,120,1
2.05,32,9785.15,STEM,1963,121,1
3.16,8,9691.98,STEM,1962,121,4
2.48,24,9760.19,STEM,1995,120,0
2.8,28,9740.4,STEM,1965,127,2
2.49,2,9731.06,STEM,2002,120,1
2.5,20,9741.92,STEM,1964,121,0
1.9,43,9818.56,STEM,1979,122,1
3.12,16,9710.2,STEM,2010,122,0
3.24,2,9688.39,STEM,1972,120,1
2.54,20,9747.74,STEM,1979,126,0
1.68,9,9837.12,STEM,2004,120,1
2.81,3,9705.57,STEM,1965,125,1
2.06,1,9800.97,STEM,1973,121,1
2.33,9,9770.85,STEM,2002,122,0
1.78,67,9833.52,STEM,2015,122,0
2.13,45,9804.72,STEM,2014,124,0
3.12,43,9690.31,STEM,1967,121,0
2.86,25,9721.39,STEM,2002,121,1
2.28,0,9782.7,STEM,1974,120,1
2.03,32,9824.74,STEM,2004,120,2
2.88,30,9722.21,STEM,2009,120,0
2.34,18,9771.52,STEM,1994,121,1
2.37,35,9759.44,STEM,1977,121,1
3.69,46,9629.38,STEM,2005,123,1
2.78,9,9729.64,STEM,1996,123,1
2.31,22,9764.88,STEM,1991,121,2
2.91,11,9690.61,STEM,2004,121,1
2.85,3,9702.31,STEM,1984,121,0
2.44,21,9780.46,STEM,1974,122,1
3.11,2,9685.46,STEM,2007,124,0
2.71,7,9750.32,STEM,2005,131,0
2.34,9,9778.47,STEM,1970,120,2
2.64,4,9736.74,STEM,1961,120,1
2.92,38,9715.75,STEM,1999,123,1
2.72,9,9727.4,STEM,2006,121,5
3.46,11,9640.26,STEM,1991,124,0
2.52,56,9753.2,STEM,1997,125,1
2.63,36,9733.12,STEM,1989,120,0
2.56,155,9727.91,STEM,1973,123,1
3.18,104,9697.7,STEM,1996,120,1
3.5,103,9645.16,STEM,1992,125,2
2.04,32,9806.11,STEM,1993,124,0
2.31,3,9777.3,STEM,2002,122,1
2.84,17,9719.12,STEM,1983,120,0
2.38,5,9760.81,STEM,1991,120,0
2.18,34,9805.95,STEM,1969,121,0
3.05,1,9696.64,STEM,1976,121,1
3.11,11,9682.37,STEM,1976,122,0
2.46,23,9769.48,STEM,2000,120,1
2.16,8,9792.28,STEM,1996,123,0
3.42,2,9668.32,STEM,1971,120,3
2.5,26,9744.75,STEM,2014,123,1
2.47,49,9742.55,STEM,2009,121,0
2.71,23,9734.65,STEM,1986,120,1
2.27,31,9791.98,STEM,1993,120,1
2.64,6,9749.03,STEM,1980,123,2
3.13,15,9677.29,STEM,1997,120,3
2.95,11,9701.15,STEM,1973,123,1
2.31,10,9766.93,STEM,2008,120,1
3.1,45,9700.11,STEM,2010,122,1
2.74,57,9730.16,STEM,2000,120,3
2.53,39,9749.75,STEM,1976,123,0
2.5,7,9744.54,STEM,1968,125,0
2.21,26,9800.21,STEM,2011,120,2
3,44,9681.46,STEM,1962,121,0
3,7,9707.67,STEM,1990,121,0
2.32,51,9785.92,STEM,1992,122,0
3.01,8,9691.2,STEM,1978,120,2
3.21,7,9674.29,STEM,1962,121,1
2.4,27,9751.85,STEM,1978,124,0
2.16,9,9776.73,STEM,2013,125,2
2.12,9,9800.41,STEM,2002,121,0
2.83,3,9723.38,STEM,2008,121,1
3.11,3,9704.56,STEM,1976,120,1
2.01,31,9818.32,STEM,2011,125,0
2.27,3,9764.22,STEM,1962,120,0
2.26,10,9761.22,STEM,2010,120,1
2.1,13,9807.71,STEM,1990,123,0
2.36,40,9773.34,STEM,2012,121,0
2.65,6,9729.55,STEM,1980,120,2
2.42,3,9748.88,STEM,1994,121,1
2.11,19,9783.49,STEM,2005,120,2
2.46,11,9759.45,STEM,1989,123,1
2.44,59,9751.61,STEM,1999,122,1
2.58,6,9747.72,STEM,2013,123,1
2.37,5,9758.72,STEM,1962,125,4
2.49,59,9755.05,STEM,1989,122,2
2.5,1,9749.58,STEM,1962,120,0
2.8,20,9711.37,STEM,2007,123,0
2.55,3,9745.61,STEM,1961,120,3
2.67,29,9750.33,STEM,1986,121,2
2.45,17,9752.64,STEM,1999,121,0
2.01,2,9807.07,STEM,1989,123,1
3.21,44,9678.47,STEM,2012,122,0
2.49,8,9747.65,STEM,2009,120,0
1.97,7,9792.17,STEM,1972,121,0
3.29,5,9663.8,STEM,2004,125,0
2.36,43,9743.08,STEM,1993,121,0
1.98,82,9811.05,STEM,1990,120,0
1.87,21,9816.8,STEM,1963,120,1
3.24,24,9686.2,STEM,2003,123,0
2.47,9,9745.19,STEM,2015,122,2
3.04,21,9698.05,STEM,1963,120,0
1.94,41,9814.61,STEM,2001,124,3
2.21,37,9779.13,STEM,1993,122,0
2.26,5,9781.06,STEM,1976,126,0
2.45,1,9761.02,STEM,1999,123,1
2.6,0,9746.12,STEM,1998,132,0
2.83,13,9708.5,STEM,1980,121,0
3.16,10,9674.31,STEM,1979,121,2
1.76,18,9804.29,STEM,1965,121,1
2.07,28,9794.93,STEM,1996,125,1
2.3,45,9784.04,STEM,1996,123,1
3.03,5,9680.45,STEM,1961,122,1
3.34,15,9666.89,STEM,1967,123,0
3.01,6,9700.37,STEM,2002,121,1
1.57,22,9836.91,STEM,1975,120,1
2.79,18,9718.78,STEM,1980,120,3
2.22,28,9775.77,STEM,1984,122,0
2.93,6,9703.48,STEM,1989,122,0
3.28,8,9674.14,STEM,1997,124,1
2.83,15,9704.48,STEM,1978,127,0
2.49,5,9742.29,STEM,1986,122,2
3.76,5,9637.55,STEM,1980,123,3
2.39,14,9772.34,STEM,1978,122,1
3.61,4,9641,STEM,1975,124,2
3.06,25,9697.12,STEM,1975,121,0
2.24,9,9797.23,STEM,1990,120,0
2.73,15,9763.2,STEM,2011,125,5
2.21,4,9759.75,STEM,2006,122,0
2.97,4,9715.97,STEM,1994,121,1
1.77,6,9833.48,STEM,1967,120,1
2.85,0,9706.87,STEM,1997,122,0
2.29,10,9770.86,STEM,2007,121,4
2.38,14,9761.13,STEM,1991,122,0
2.13,18,9779.91,STEM,2011,121,2
2.56,52,9748.84,STEM,2009,125,0
1.89,15,9813.38,STEM,1981,123,2
3.07,6,9697.96,STEM,1982,122,2
2.87,28,9704.91,STEM,1969,121,0
3.12,4,9684.86,STEM,1987,122,0
2.8,1,9713.46,STEM,2000,123,2
2.38,5,9765.58,STEM,1995,122,0
2.91,13,9710.42,STEM,1968,120,2
1.59,28,9831.19,STEM,2004,122,2
3.62,8,9639.28,STEM,2002,121,2
3.25,30,9684.29,STEM,1961,120,2
3.01,10,9700.93,STEM,1998,120,1
2.34,4,9760.96,STEM,2015,124,1
2.66,3,9740.69,STEM,2004,127,3
2.5,0,9735.35,STEM,2004,121,1
2.5,16,9742.3,STEM,1986,120,0
3.28,4,9661.4,STEM,1985,121,0
2.56,32,9764.65,STEM,2008,121,2
1.95,10,9803.41,STEM,2003,122,0
2.5,22,9753.66,STEM,2009,120,0
2.21,44,9774.05,STEM,1974,121,1
2.69,24,9707.5,STEM,1965,123,1
3.42,38,9660.55,STEM,1986,120,1
2.5,4,9745.27,STEM,1977,121,1
2.09,6,9786.9,STEM,1976,126,0
3.09,32,9695.87,STEM,1987,121,0
2.25,8,9773.55,STEM,1999,125,2
2.51,11,9746.14,STEM,2007,123,1
2.54,19,9761.08,STEM,1983,122,1
2.68,31,9721.08,STEM,1998,120,0
2.94,20,9696.01,STEM,1980,121,0
2.86,21,9702.56,STEM,2008,123,1
2.83,51,9724.58,STEM,1968,123,1
2.33,23,9755.27,STEM,2007,124,2
2.64,48,9754.54,STEM,2007,121,0
2.21,4,9772.98,STEM,1997,122,0
2.91,3,9716.26,STEM,1996,122,2
3.04,12,9698.17,STEM,1987,121,0
2.71,6,9735.14,STEM,2004,122,1
3.18,64,9686.34,STEM,1971,121,4
2.22,9,9779.25,STEM,1989,120,1
2.8,25,9715.02,STEM,1980,120,1
2.31,44,9784.67,STEM,2013,120,0
2.58,24,9764.14,STEM,2011,126,0
2.95,10,9714.74,STEM,1963,121,2
2.32,15,9770.65,STEM,1984,122,0
2.6,8,9732.4,STEM,1989,120,1
2.6,12,9731.14,STEM,1964,123,1
2.5,0,9728.54,STEM,1963,125,0
3,8,9712.24,STEM,1987,121,0
2.1,7,9785.89,STEM,1993,121,0
3.35,40,9671.6,STEM,1971,126,1
1.96,10,9796.66,STEM,1963,122,1
2.36,22,9772.68,STEM,1969,121,1
2.63,66,9730.84,STEM,1998,120,1
2.13,14,9800.98,STEM,1965,121,0
2.2,14,9784.84,STEM,1996,122,0
1.88,34,9822.32,STEM,2012,125,2
1.79,41,9836.33,STEM,1976,120,2
2.86,5,9726.89,STEM,1989,121,0
2.12,4,9784.55,STEM,2012,120,0
2.32,56,9765.49,STEM,1982,120,1
2.91,3,9717.72,STEM,1998,120,0
2.38,28,9769.56,STEM,1991,121,1
1.93,7,9800.3,STEM,1965,127,0
2.67,9,9714.83,STEM,1992,121,0
2.42,1,9768.45,STEM,2015,121,1
1.69,12,9834.82,STEM,1980,123,0
2.3,4,9760.17,STEM,2005,120,1
2.29,37,9774.84,STEM,1977,120,2
2.32,14,9746.16,STEM,2004,121,0
2.01,25,9813.17,STEM,1987,120,3
2.01,10,9790.48,STEM,1993,120,0
1.82,16,9808.05,STEM,1972,121,4
3.26,6,9667.97,STEM,1976,122,0
2.58,16,9746.6,STEM,1983,122,2
2.02,66,9783.55,STEM,1972,122,0
2.04,9,9793.23,STEM,2012,121,2
2.48,1,9749.81,STEM,1985,121,1
2.42,20,9774.18,STEM,1973,127,0
2.2,6,9767.77,STEM,1964,122,0
2.36,31,9756.49,STEM,2008,131,10
2.77,4,9730.08,STEM,1989,124,1
2.83,0,9723.38,STEM,2004,126,0
2.47,6,9743.84,STEM,1967,125,0
2.61,12,9745.58,STEM,1986,121,1
1.73,11,9837.6,STEM,1984,120,2
2.64,45,9722.87,STEM,1962,120,1
4,55,9582.66,STEM,1993,120,2
2.05,17,9810.72,STEM,2008,122,1
2.96,5,9697.08,STEM,1978,121,1
2.48,18,9740.78,STEM,1980,121,2
2.64,26,9725.9,STEM,2006,122,1
2.68,0,9741.78,STEM,1964,120,1
1.97,12,9805.39,STEM,1995,124,1
1.99,87,9805.64,STEM,1972,120,0
2.24,6,9791.98,STEM,2010,123,0
2.91,2,9689.67,STEM,2003,120,1
2.88,97,9730.76,STEM,1998,130,1
2.15,40,9796.87,STEM,1994,122,2
1.86,37,9814.45,STEM,2014,121,0
1.92,48,9803.02,STEM,1983,120,0
2.39,29,9760.18,STEM,2009,121,3
1.12,3,9881.34,STEM,2003,125,1
2.64,0,9749.38,STEM,1997,121,0
2.3,8,9776.44,STEM,1998,122,1
1.35,13,9854.66,STEM,1970,120,0
2.38,45,9770.64,STEM,1986,121,1
2.07,2,9793.5,STEM,1981,121,0
3.11,3,9685.89,STEM,1983,121,2
2.84,3,9711.7,STEM,2004,123,1
2.6,1,9730.91,STEM,1991,123,1
1.87,25,9795.13,STEM,1972,122,1
2.82,27,9700.25,STEM,2010,121,0
2.4,8,9757.81,STEM,1980,120,0
2.43,52,9749.64,STEM,1964,120,0
2.9,1,9717.58,STEM,1996,121,0
2.7,14,9743.67,STEM,1980,121,1
2.6,11,9740.68,STEM,1966,123,0
2.55,20,9754.39,STEM,2008,121,1
2.78,18,9717.44,STEM,1962,123,1
2.39,20,9761.73,STEM,1968,121,7
3.11,17,9701.42,STEM,1997,121,1
3,31,9713.55,STEM,2014,124,1
2.83,17,9734.4,STEM,2014,122,3
2.3,46,9769.82,STEM,1970,124,2
2.44,7,9750.79,STEM,1995,123,1
2.34,12,9770.81,STEM,1982,122,0
2.41,28,9762.37,STEM,2000,122,0
2.18,4,9776.39,STEM,2000,121,2
2.98,58,9705.41,STEM,1987,120,2
2.4,96,9745.86,STEM,2004,122,0
2.71,17,9743.66,STEM,2007,121,0
3.28,17,9669.47,STEM,2001,122,0
1.91,22,9812.2,STEM,1999,120,0
1.68,23,9828.53,STEM,1968,120,0
2.07,45,9800.85,STEM,1965,121,4
2.36,23,9759.64,STEM,2012,120,1
2.26,9,9784.5,STEM,1980,121,1
2.5,3,9753.48,STEM,2012,120,0
1.41,38,9842.91,STEM,1990,125,1
3.15,5,9692.41,STEM,1986,122,3
2.39,6,9762.91,STEM,1969,121,1
2.92,32,9712.81,STEM,1978,126,1
2.44,28,9756.76,STEM,1998,121,1
2.27,36,9763.79,STEM,2012,121,1
2.95,75,9713.67,STEM,2001,124,1
2.37,82,9758.85,STEM,1981,120,0
1.85,11,9815.54,STEM,2014,121,0
1.97,11,9795.54,STEM,1992,120,0
1.72,26,9834.31,STEM,1993,121,1
2.03,23,9796.4,STEM,1985,122,0
3.2,11,9676.62,STEM,1981,120,1
1.45,5,9850.59,STEM,1967,124,1
2.69,32,9745.2,STEM,1985,121,1
1.97,24,9793.74,STEM,1965,120,2
2.61,60,9750.37,STEM,1992,120,3
